time,open,close,high,low
2020-01-01 22:00:00,0.70213,0.70073,0.70274,0.70064
2020-01-01 23:00:00,0.70074,0.70194,0.70202,0.70074
2020-01-02 00:00:00,0.70197,0.70149,0.70200,0.70140
2020-01-02 01:00:00,0.70148,0.70160,0.70204,0.70139
2020-01-02 02:00:00,0.70161,0.70161,0.70191,0.70139
2020-01-02 03:00:00,0.70161,0.70067,0.70172,0.70064
2020-01-02 04:00:00,0.70066,0.70028,0.70087,0.70023
2020-01-02 05:00:00,0.70028,0.70023,0.70050,0.69954
2020-01-02 06:00:00,0.70022,0.70005,0.70034,0.69959
2020-01-02 07:00:00,0.70006,0.70012,0.70037,0.69976
2020-01-02 08:00:00,0.70012,0.70061,0.70071,0.69998
2020-01-02 09:00:00,0.70060,0.69982,0.70063,0.69967
2020-01-02 10:00:00,0.69982,0.69975,0.70001,0.69916
2020-01-02 11:00:00,0.69975,0.69852,0.69975,0.69834
2020-01-02 12:00:00,0.69852,0.69925,0.69933,0.69838
2020-01-02 13:00:00,0.69923,0.69968,0.69999,0.69906
2020-01-02 14:00:00,0.69971,0.69923,0.69985,0.69889
2020-01-02 15:00:00,0.69924,0.70029,0.70038,0.69862
2020-01-02 16:00:00,0.70031,0.69820,0.70032,0.69812
2020-01-02 17:00:00,0.69818,0.69843,0.69850,0.69791
2020-01-02 18:00:00,0.69844,0.69832,0.69850,0.69809
2020-01-02 19:00:00,0.69831,0.69824,0.69841,0.69796
2020-01-02 20:00:00,0.69823,0.69869,0.69883,0.69810
2020-01-02 21:00:00,0.69870,0.69958,0.69958,0.69866
2020-01-02 22:00:00,0.69958,0.69847,0.69959,0.69823
2020-01-02 23:00:00,0.69851,0.69838,0.69871,0.69807
2020-01-03 00:00:00,0.69838,0.69839,0.69858,0.69791
2020-01-03 01:00:00,0.69838,0.69739,0.69870,0.69735
2020-01-03 02:00:00,0.69740,0.69684,0.69779,0.69663
2020-01-03 03:00:00,0.69685,0.69687,0.69706,0.69631
2020-01-03 04:00:00,0.69688,0.69656,0.69720,0.69653
2020-01-03 05:00:00,0.69656,0.69609,0.69674,0.69586
2020-01-03 06:00:00,0.69608,0.69625,0.69633,0.69582
2020-01-03 07:00:00,0.69625,0.69548,0.69646,0.69526
2020-01-03 08:00:00,0.69547,0.69512,0.69596,0.69504
2020-01-03 09:00:00,0.69511,0.69375,0.69516,0.69364
2020-01-03 10:00:00,0.69376,0.69373,0.69407,0.69354
2020-01-03 11:00:00,0.69373,0.69327,0.69375,0.69308
2020-01-03 12:00:00,0.69329,0.69476,0.69494,0.69317
2020-01-03 13:00:00,0.69476,0.69459,0.69561,0.69458
2020-01-03 14:00:00,0.69457,0.69485,0.69545,0.69443
2020-01-03 15:00:00,0.69487,0.69558,0.69632,0.69487
2020-01-03 16:00:00,0.69559,0.69621,0.69658,0.69541
2020-01-03 17:00:00,0.69621,0.69633,0.69647,0.69618
2020-01-03 18:00:00,0.69634,0.69590,0.69635,0.69552
2020-01-03 19:00:00,0.69590,0.69590,0.69591,0.69534
2020-01-03 20:00:00,0.69590,0.69541,0.69591,0.69528
2020-01-03 21:00:00,0.69542,0.69512,0.69550,0.69458
2020-01-05 22:00:00,0.69429,0.69378,0.69443,0.69372
2020-01-05 23:00:00,0.69378,0.69440,0.69454,0.69335
2020-01-06 00:00:00,0.69441,0.69533,0.69565,0.69436
2020-01-06 01:00:00,0.69533,0.69405,0.69545,0.69364
2020-01-06 02:00:00,0.69404,0.69469,0.69488,0.69400
2020-01-06 03:00:00,0.69469,0.69426,0.69492,0.69409
2020-01-06 04:00:00,0.69426,0.69452,0.69457,0.69408
2020-01-06 05:00:00,0.69452,0.69375,0.69460,0.69374
2020-01-06 06:00:00,0.69375,0.69400,0.69401,0.69334
2020-01-06 07:00:00,0.69396,0.69460,0.69486,0.69396
2020-01-06 08:00:00,0.69461,0.69461,0.69515,0.69390
2020-01-06 09:00:00,0.69461,0.69559,0.69562,0.69461
2020-01-06 10:00:00,0.69557,0.69535,0.69581,0.69526
2020-01-06 11:00:00,0.69535,0.69480,0.69536,0.69467
2020-01-06 12:00:00,0.69480,0.69499,0.69548,0.69471
2020-01-06 13:00:00,0.69499,0.69449,0.69507,0.69428
2020-01-06 14:00:00,0.69447,0.69282,0.69456,0.69259
2020-01-06 15:00:00,0.69284,0.69338,0.69374,0.69265
2020-01-06 16:00:00,0.69340,0.69315,0.69365,0.69292
2020-01-06 17:00:00,0.69314,0.69356,0.69358,0.69310
2020-01-06 18:00:00,0.69356,0.69359,0.69392,0.69341
2020-01-06 19:00:00,0.69359,0.69342,0.69363,0.69323
2020-01-06 20:00:00,0.69344,0.69405,0.69408,0.69341
2020-01-06 21:00:00,0.69406,0.69408,0.69424,0.69390
2020-01-06 22:00:00,0.69410,0.69395,0.69440,0.69373
2020-01-06 23:00:00,0.69393,0.69374,0.69401,0.69338
2020-01-07 00:00:00,0.69375,0.69291,0.69398,0.69275
2020-01-07 01:00:00,0.69291,0.69327,0.69371,0.69291
2020-01-07 02:00:00,0.69326,0.69312,0.69352,0.69283
2020-01-07 03:00:00,0.69307,0.69370,0.69390,0.69304
2020-01-07 04:00:00,0.69370,0.69279,0.69370,0.69273
2020-01-07 05:00:00,0.69280,0.69133,0.69319,0.69127
2020-01-07 06:00:00,0.69132,0.69138,0.69201,0.69055
2020-01-07 07:00:00,0.69138,0.69009,0.69182,0.68987
2020-01-07 08:00:00,0.69009,0.69064,0.69132,0.68999
2020-01-07 09:00:00,0.69064,0.68935,0.69090,0.68897
2020-01-07 10:00:00,0.68933,0.68798,0.68942,0.68775
2020-01-07 11:00:00,0.68799,0.68769,0.68807,0.68707
2020-01-07 12:00:00,0.68770,0.68761,0.68842,0.68759
2020-01-07 13:00:00,0.68761,0.68672,0.68798,0.68656
2020-01-07 14:00:00,0.68670,0.68672,0.68701,0.68642
2020-01-07 15:00:00,0.68659,0.68691,0.68732,0.68620
2020-01-07 16:00:00,0.68691,0.68607,0.68717,0.68607
2020-01-07 17:00:00,0.68605,0.68690,0.68695,0.68596
2020-01-07 18:00:00,0.68689,0.68677,0.68718,0.68673
2020-01-07 19:00:00,0.68678,0.68692,0.68695,0.68653
2020-01-07 20:00:00,0.68692,0.68685,0.68709,0.68677
2020-01-07 21:00:00,0.68686,0.68707,0.68709,0.68621
2020-01-07 22:00:00,0.68710,0.68683,0.68721,0.68665
2020-01-07 23:00:00,0.68683,0.68602,0.68689,0.68506
2020-01-08 00:00:00,0.68602,0.68598,0.68654,0.68505
2020-01-08 01:00:00,0.68598,0.68660,0.68734,0.68575
2020-01-08 02:00:00,0.68660,0.68771,0.68845,0.68651
2020-01-08 03:00:00,0.68772,0.68721,0.68814,0.68667
2020-01-08 04:00:00,0.68719,0.68700,0.68764,0.68677
