time,open,close,high,low
2020-02-07 12:00:00,0.66840,0.66851,0.66861,0.66827
2020-02-07 13:00:00,0.66850,0.66752,0.66853,0.66748
2020-02-07 14:00:00,0.66752,0.66717,0.66763,0.66627
2020-02-07 15:00:00,0.66719,0.66869,0.66900,0.66714
2020-02-07 16:00:00,0.66868,0.66787,0.66894,0.66764
2020-02-07 17:00:00,0.66788,0.66769,0.66799,0.66759
2020-02-07 18:00:00,0.66769,0.66749,0.66815,0.66745
2020-02-07 19:00:00,0.66750,0.66775,0.66780,0.66738
2020-02-07 20:00:00,0.66774,0.66779,0.66784,0.66743
2020-02-07 21:00:00,0.66779,0.66765,0.66798,0.66733
2020-02-09 22:00:00,0.66703,0.66746,0.66748,0.66687
2020-02-09 23:00:00,0.66746,0.66706,0.66793,0.66669
2020-02-10 00:00:00,0.66706,0.66799,0.66821,0.66684
2020-02-10 01:00:00,0.66798,0.66892,0.66908,0.66745
2020-02-10 02:00:00,0.66893,0.67028,0.67063,0.66877
2020-02-10 03:00:00,0.67028,0.67001,0.67066,0.66969
2020-02-10 04:00:00,0.67000,0.66977,0.67017,0.66958
2020-02-10 05:00:00,0.66978,0.67035,0.67046,0.66972
2020-02-10 06:00:00,0.67035,0.67048,0.67080,0.67006
2020-02-10 07:00:00,0.67048,0.66960,0.67066,0.66956
2020-02-10 08:00:00,0.66959,0.66966,0.66979,0.66886
2020-02-10 09:00:00,0.66966,0.66942,0.67005,0.66905
2020-02-10 10:00:00,0.66942,0.66947,0.67007,0.66921
2020-02-10 11:00:00,0.66946,0.66917,0.66962,0.66914
2020-02-10 12:00:00,0.66918,0.66857,0.66938,0.66841
2020-02-10 13:00:00,0.66857,0.66835,0.66941,0.66833
2020-02-10 14:00:00,0.66835,0.66870,0.66871,0.66780
2020-02-10 15:00:00,0.66869,0.66797,0.66939,0.66778
2020-02-10 16:00:00,0.66798,0.66750,0.66810,0.66730
2020-02-10 17:00:00,0.66749,0.66739,0.66772,0.66725
2020-02-10 18:00:00,0.66740,0.66766,0.66776,0.66734
2020-02-10 19:00:00,0.66766,0.66792,0.66817,0.66744
2020-02-10 20:00:00,0.66794,0.66818,0.66832,0.66792
2020-02-10 21:00:00,0.66819,0.66872,0.66875,0.66814
2020-02-10 22:00:00,0.66874,0.66856,0.66883,0.66844
2020-02-10 23:00:00,0.66857,0.66900,0.66921,0.66846
2020-02-11 00:00:00,0.66902,0.66945,0.66954,0.66814
2020-02-11 01:00:00,0.66945,0.67009,0.67077,0.66933
2020-02-11 02:00:00,0.67009,0.67064,0.67084,0.66972
2020-02-11 03:00:00,0.67063,0.67100,0.67104,0.67043
2020-02-11 04:00:00,0.67100,0.67093,0.67111,0.67055
2020-02-11 05:00:00,0.67093,0.67155,0.67155,0.67085
2020-02-11 06:00:00,0.67156,0.67163,0.67197,0.67154
2020-02-11 07:00:00,0.67163,0.67100,0.67163,0.67085
2020-02-11 08:00:00,0.67098,0.67110,0.67148,0.67068
2020-02-11 09:00:00,0.67110,0.67071,0.67122,0.67051
2020-02-11 10:00:00,0.67072,0.67093,0.67101,0.67042
2020-02-11 11:00:00,0.67092,0.67076,0.67100,0.67062
2020-02-11 12:00:00,0.67077,0.67078,0.67121,0.67046
2020-02-11 13:00:00,0.67078,0.67110,0.67111,0.66997
2020-02-11 14:00:00,0.67110,0.67301,0.67303,0.67092
2020-02-11 15:00:00,0.67301,0.67217,0.67372,0.67204
2020-02-11 16:00:00,0.67217,0.67118,0.67238,0.67099
2020-02-11 17:00:00,0.67119,0.67126,0.67161,0.67107
2020-02-11 18:00:00,0.67127,0.67088,0.67162,0.67086
2020-02-11 19:00:00,0.67088,0.67149,0.67150,0.67088
2020-02-11 20:00:00,0.67148,0.67135,0.67150,0.67119
2020-02-11 21:00:00,0.67143,0.67168,0.67168,0.67129
2020-02-11 22:00:00,0.67164,0.67157,0.67164,0.67136
2020-02-11 23:00:00,0.67157,0.67192,0.67217,0.67132
2020-02-12 00:00:00,0.67192,0.67208,0.67210,0.67130
2020-02-12 01:00:00,0.67209,0.67312,0.67343,0.67199
2020-02-12 02:00:00,0.67313,0.67343,0.67382,0.67293
2020-02-12 03:00:00,0.67343,0.67298,0.67343,0.67297
2020-02-12 04:00:00,0.67299,0.67278,0.67314,0.67275
2020-02-12 05:00:00,0.67278,0.67280,0.67351,0.67275
2020-02-12 06:00:00,0.67279,0.67267,0.67307,0.67241
2020-02-12 07:00:00,0.67269,0.67313,0.67347,0.67243
2020-02-12 08:00:00,0.67313,0.67447,0.67493,0.67300
2020-02-12 09:00:00,0.67446,0.67396,0.67446,0.67380
2020-02-12 10:00:00,0.67397,0.67441,0.67454,0.67390
2020-02-12 11:00:00,0.67440,0.67463,0.67478,0.67426
2020-02-12 12:00:00,0.67463,0.67483,0.67491,0.67428
2020-02-12 13:00:00,0.67483,0.67406,0.67489,0.67402
2020-02-12 14:00:00,0.67406,0.67411,0.67450,0.67380
2020-02-12 15:00:00,0.67411,0.67452,0.67470,0.67338
2020-02-12 16:00:00,0.67454,0.67462,0.67504,0.67431
2020-02-12 17:00:00,0.67461,0.67398,0.67463,0.67389
2020-02-12 18:00:00,0.67397,0.67405,0.67423,0.67389
2020-02-12 19:00:00,0.67405,0.67360,0.67415,0.67344
2020-02-12 20:00:00,0.67358,0.67376,0.67376,0.67339
2020-02-12 21:00:00,0.67376,0.67378,0.67385,0.67364
2020-02-12 22:00:00,0.67392,0.67352,0.67394,0.67345
2020-02-12 23:00:00,0.67352,0.67138,0.67359,0.67074
2020-02-13 00:00:00,0.67139,0.67186,0.67258,0.67105
2020-02-13 01:00:00,0.67185,0.67271,0.67318,0.67177
2020-02-13 02:00:00,0.67272,0.67222,0.67294,0.67219
2020-02-13 03:00:00,0.67223,0.67209,0.67266,0.67200
2020-02-13 04:00:00,0.67209,0.67184,0.67241,0.67171
2020-02-13 05:00:00,0.67184,0.67198,0.67204,0.67142
2020-02-13 06:00:00,0.67198,0.67165,0.67209,0.67121
2020-02-13 07:00:00,0.67164,0.67235,0.67253,0.67143
2020-02-13 08:00:00,0.67235,0.67356,0.67366,0.67225
2020-02-13 09:00:00,0.67356,0.67270,0.67379,0.67240
2020-02-13 10:00:00,0.67271,0.67273,0.67326,0.67218
2020-02-13 11:00:00,0.67273,0.67272,0.67307,0.67247
2020-02-13 12:00:00,0.67272,0.67313,0.67335,0.67269
2020-02-13 13:00:00,0.67314,0.67346,0.67375,0.67303
2020-02-13 14:00:00,0.67347,0.67383,0.67453,0.67325
2020-02-13 15:00:00,0.67385,0.67325,0.67402,0.67296
2020-02-13 16:00:00,0.67325,0.67290,0.67363,0.67270
2020-02-13 17:00:00,0.67290,0.67237,0.67307,0.67236
2020-02-13 18:00:00,0.67237,0.67247,0.67252,0.67211
2020-02-13 19:00:00,0.67247,0.67247,0.67263,0.67227
2020-02-13 20:00:00,0.67246,0.67198,0.67255,0.67180
2020-02-13 21:00:00,0.67197,0.67199,0.67207,0.67176
2020-02-13 22:00:00,0.67199,0.67173,0.67203,0.67168
2020-02-13 23:00:00,0.67172,0.67195,0.67204,0.67103
2020-02-14 00:00:00,0.67197,0.67202,0.67211,0.67135
2020-02-14 01:00:00,0.67201,0.67240,0.67267,0.67182
2020-02-14 02:00:00,0.67240,0.67303,0.67306,0.67211
2020-02-14 03:00:00,0.67305,0.67227,0.67319,0.67217
2020-02-14 04:00:00,0.67226,0.67170,0.67236,0.67169
2020-02-14 05:00:00,0.67170,0.67202,0.67205,0.67170
2020-02-14 06:00:00,0.67203,0.67182,0.67218,0.67180
2020-02-14 07:00:00,0.67181,0.67293,0.67299,0.67169
2020-02-14 08:00:00,0.67293,0.67262,0.67293,0.67244
2020-02-14 09:00:00,0.67262,0.67238,0.67273,0.67220
2020-02-14 10:00:00,0.67237,0.67181,0.67252,0.67167
2020-02-14 11:00:00,0.67182,0.67126,0.67198,0.67110
2020-02-14 12:00:00,0.67127,0.67152,0.67168,0.67119
2020-02-14 13:00:00,0.67152,0.67230,0.67258,0.67108
2020-02-14 14:00:00,0.67229,0.67173,0.67263,0.67169
2020-02-14 15:00:00,0.67171,0.67171,0.67193,0.67124
2020-02-14 16:00:00,0.67171,0.67191,0.67201,0.67143
2020-02-14 17:00:00,0.67190,0.67142,0.67193,0.67129
2020-02-14 18:00:00,0.67141,0.67109,0.67153,0.67101
2020-02-14 19:00:00,0.67110,0.67111,0.67127,0.67097
2020-02-14 20:00:00,0.67111,0.67155,0.67157,0.67111
2020-02-14 21:00:00,0.67157,0.67157,0.67160,0.67129
2020-02-16 22:00:00,0.67238,0.67198,0.67259,0.67191
2020-02-16 23:00:00,0.67198,0.67259,0.67300,0.67189
2020-02-17 00:00:00,0.67261,0.67164,0.67261,0.67152
2020-02-17 01:00:00,0.67165,0.67258,0.67273,0.67155
2020-02-17 02:00:00,0.67258,0.67268,0.67293,0.67236
2020-02-17 03:00:00,0.67268,0.67237,0.67284,0.67231
2020-02-17 04:00:00,0.67238,0.67250,0.67267,0.67231
2020-02-17 05:00:00,0.67249,0.67312,0.67338,0.67229
2020-02-17 06:00:00,0.67312,0.67264,0.67318,0.67257
2020-02-17 07:00:00,0.67265,0.67297,0.67314,0.67244
2020-02-17 08:00:00,0.67298,0.67258,0.67299,0.67216
2020-02-17 09:00:00,0.67258,0.67268,0.67292,0.67232
2020-02-17 10:00:00,0.67268,0.67232,0.67296,0.67222
2020-02-17 11:00:00,0.67233,0.67218,0.67261,0.67189
2020-02-17 12:00:00,0.67220,0.67156,0.67230,0.67147
2020-02-17 13:00:00,0.67156,0.67189,0.67201,0.67151
2020-02-17 14:00:00,0.67187,0.67212,0.67240,0.67178
2020-02-17 15:00:00,0.67213,0.67145,0.67214,0.67135
2020-02-17 16:00:00,0.67146,0.67199,0.67200,0.67136
2020-02-17 17:00:00,0.67199,0.67184,0.67214,0.67165
2020-02-17 18:00:00,0.67184,0.67191,0.67203,0.67175
2020-02-17 19:00:00,0.67191,0.67173,0.67191,0.67161
2020-02-17 20:00:00,0.67173,0.67182,0.67191,0.67165
2020-02-17 21:00:00,0.67182,0.67143,0.67184,0.67126
2020-02-17 22:00:00,0.67147,0.67131,0.67170,0.67131
2020-02-17 23:00:00,0.67128,0.67100,0.67145,0.67075
2020-02-18 00:00:00,0.67101,0.66903,0.67101,0.66901
2020-02-18 01:00:00,0.66904,0.66913,0.66947,0.66886
2020-02-18 02:00:00,0.66912,0.66863,0.66912,0.66846
2020-02-18 03:00:00,0.66862,0.66916,0.66919,0.66847
2020-02-18 04:00:00,0.66916,0.66924,0.66944,0.66886
2020-02-18 05:00:00,0.66925,0.66910,0.66933,0.66893
2020-02-18 06:00:00,0.66910,0.66885,0.66940,0.66876
2020-02-18 07:00:00,0.66885,0.66844,0.66906,0.66823
2020-02-18 08:00:00,0.66843,0.66801,0.66887,0.66780
2020-02-18 09:00:00,0.66800,0.66773,0.66803,0.66741
2020-02-18 10:00:00,0.66773,0.66800,0.66857,0.66754
2020-02-18 11:00:00,0.66800,0.66852,0.66887,0.66800
2020-02-18 12:00:00,0.66853,0.66802,0.66856,0.66792
2020-02-18 13:00:00,0.66800,0.66823,0.66825,0.66766
2020-02-18 14:00:00,0.66823,0.66936,0.66940,0.66761
2020-02-18 15:00:00,0.66937,0.66972,0.66992,0.66859
2020-02-18 16:00:00,0.66971,0.66922,0.66977,0.66906
2020-02-18 17:00:00,0.66922,0.66901,0.66942,0.66889
2020-02-18 18:00:00,0.66897,0.66845,0.66909,0.66843
2020-02-18 19:00:00,0.66844,0.66862,0.66896,0.66839
2020-02-18 20:00:00,0.66862,0.66891,0.66891,0.66853
2020-02-18 21:00:00,0.66890,0.66893,0.66899,0.66865
2020-02-18 22:00:00,0.66893,0.66879,0.66902,0.66871
2020-02-18 23:00:00,0.66879,0.66945,0.66945,0.66876
2020-02-19 00:00:00,0.66945,0.66910,0.66956,0.66905
2020-02-19 01:00:00,0.66911,0.66879,0.66920,0.66839
2020-02-19 02:00:00,0.66882,0.66937,0.67020,0.66882
2020-02-19 03:00:00,0.66938,0.66965,0.66983,0.66935
2020-02-19 04:00:00,0.66965,0.66959,0.66999,0.66936
2020-02-19 05:00:00,0.66958,0.66944,0.66961,0.66914
2020-02-19 06:00:00,0.66944,0.66970,0.66978,0.66912
2020-02-19 07:00:00,0.66970,0.67023,0.67047,0.66957
2020-02-19 08:00:00,0.67021,0.66989,0.67026,0.66948
2020-02-19 09:00:00,0.66990,0.67005,0.67081,0.66988
2020-02-19 10:00:00,0.67005,0.66938,0.67005,0.66937
2020-02-19 11:00:00,0.66939,0.66905,0.66949,0.66866
2020-02-19 12:00:00,0.66905,0.66929,0.66947,0.66894
2020-02-19 13:00:00,0.66928,0.66817,0.66929,0.66787
2020-02-19 14:00:00,0.66816,0.66754,0.66838,0.66752
2020-02-19 15:00:00,0.66754,0.66730,0.66793,0.66656
2020-02-19 16:00:00,0.66731,0.66734,0.66793,0.66710
2020-02-19 17:00:00,0.66735,0.66707,0.66746,0.66705
2020-02-19 18:00:00,0.66706,0.66743,0.66744,0.66702
2020-02-19 19:00:00,0.66743,0.66723,0.66758,0.66713
2020-02-19 20:00:00,0.66725,0.66773,0.66783,0.66725
2020-02-19 21:00:00,0.66774,0.66799,0.66799,0.66767
2020-02-19 22:00:00,0.66798,0.66774,0.66816,0.66761
2020-02-19 23:00:00,0.66773,0.66812,0.66852,0.66768
2020-02-20 00:00:00,0.66814,0.66770,0.66957,0.66691
2020-02-20 01:00:00,0.66770,0.66482,0.66789,0.66415
2020-02-20 02:00:00,0.66482,0.66362,0.66507,0.66333
2020-02-20 03:00:00,0.66362,0.66371,0.66407,0.66310
2020-02-20 04:00:00,0.66370,0.66491,0.66491,0.66359
2020-02-20 05:00:00,0.66490,0.66521,0.66550,0.66488
2020-02-20 06:00:00,0.66521,0.66475,0.66524,0.66439
2020-02-20 07:00:00,0.66475,0.66411,0.66492,0.66383
2020-02-20 08:00:00,0.66410,0.66326,0.66421,0.66293
2020-02-20 09:00:00,0.66325,0.66361,0.66392,0.66224
2020-02-20 10:00:00,0.66361,0.66254,0.66374,0.66237
2020-02-20 11:00:00,0.66254,0.66334,0.66339,0.66242
2020-02-20 12:00:00,0.66334,0.66245,0.66339,0.66186
2020-02-20 13:00:00,0.66245,0.66189,0.66248,0.66160
2020-02-20 14:00:00,0.66189,0.66294,0.66299,0.66189
2020-02-20 15:00:00,0.66296,0.66273,0.66363,0.66207
2020-02-20 16:00:00,0.66273,0.66188,0.66284,0.66107
2020-02-20 17:00:00,0.66187,0.66183,0.66213,0.66135
2020-02-20 18:00:00,0.66181,0.66145,0.66206,0.66143
2020-02-20 19:00:00,0.66146,0.66142,0.66201,0.66141
2020-02-20 20:00:00,0.66142,0.66183,0.66186,0.66133
2020-02-20 21:00:00,0.66181,0.66171,0.66190,0.66129
2020-02-20 22:00:00,0.66178,0.66133,0.66189,0.66127
2020-02-20 23:00:00,0.66131,0.66122,0.66175,0.66120
2020-02-21 00:00:00,0.66123,0.66201,0.66245,0.66119
2020-02-21 01:00:00,0.66201,0.66119,0.66222,0.66106
2020-02-21 02:00:00,0.66119,0.65986,0.66121,0.65922
2020-02-21 03:00:00,0.65987,0.66033,0.66052,0.65985
2020-02-21 04:00:00,0.66033,0.66043,0.66046,0.65993
2020-02-21 05:00:00,0.66043,0.66010,0.66058,0.65987
2020-02-21 06:00:00,0.66009,0.66005,0.66043,0.65967
2020-02-21 07:00:00,0.66001,0.65929,0.66014,0.65901
2020-02-21 08:00:00,0.65928,0.66016,0.66023,0.65864
2020-02-21 09:00:00,0.66016,0.65933,0.66056,0.65912
2020-02-21 10:00:00,0.65934,0.65962,0.65975,0.65922
2020-02-21 11:00:00,0.65959,0.66014,0.66016,0.65930
2020-02-21 12:00:00,0.66015,0.66024,0.66071,0.65982
2020-02-21 13:00:00,0.66025,0.66057,0.66080,0.66002
2020-02-21 14:00:00,0.66057,0.66139,0.66179,0.65982
2020-02-21 15:00:00,0.66140,0.66321,0.66365,0.66139
2020-02-21 16:00:00,0.66321,0.66320,0.66394,0.66293
2020-02-21 17:00:00,0.66321,0.66309,0.66364,0.66293
2020-02-21 18:00:00,0.66309,0.66320,0.66332,0.66293
2020-02-21 19:00:00,0.66321,0.66314,0.66326,0.66288
2020-02-21 20:00:00,0.66314,0.66273,0.66323,0.66252
2020-02-21 21:00:00,0.66275,0.66291,0.66291,0.66235
2020-02-23 22:00:00,0.65874,0.65951,0.66086,0.65860
2020-02-23 23:00:00,0.65950,0.66064,0.66095,0.65950
2020-02-24 00:00:00,0.66064,0.66091,0.66201,0.66048
2020-02-24 01:00:00,0.66091,0.66106,0.66131,0.66007
2020-02-24 02:00:00,0.66104,0.66039,0.66146,0.66033
2020-02-24 03:00:00,0.66039,0.66082,0.66099,0.66002
2020-02-24 04:00:00,0.66081,0.66105,0.66112,0.66064
2020-02-24 05:00:00,0.66104,0.65978,0.66106,0.65978
2020-02-24 06:00:00,0.65978,0.65951,0.66031,0.65917
2020-02-24 07:00:00,0.65951,0.65947,0.65995,0.65895
2020-02-24 08:00:00,0.65945,0.65978,0.66002,0.65871
2020-02-24 09:00:00,0.65981,0.65938,0.66056,0.65886
2020-02-24 10:00:00,0.65940,0.65886,0.65970,0.65881
2020-02-24 11:00:00,0.65884,0.66043,0.66062,0.65883
2020-02-24 12:00:00,0.66043,0.66039,0.66062,0.66004
2020-02-24 13:00:00,0.66037,0.65962,0.66051,0.65950
2020-02-24 14:00:00,0.65961,0.66105,0.66132,0.65956
2020-02-24 15:00:00,0.66104,0.66175,0.66198,0.66090
2020-02-24 16:00:00,0.66175,0.66124,0.66192,0.66104
2020-02-24 17:00:00,0.66124,0.66188,0.66204,0.66110
2020-02-24 18:00:00,0.66187,0.66121,0.66190,0.66108
2020-02-24 19:00:00,0.66121,0.65982,0.66122,0.65972
2020-02-24 20:00:00,0.65982,0.66017,0.66048,0.65977
2020-02-24 21:00:00,0.66016,0.66081,0.66081,0.65998
2020-02-24 22:00:00,0.66082,0.66007,0.66085,0.66007
2020-02-24 23:00:00,0.66007,0.66112,0.66139,0.66007
2020-02-25 00:00:00,0.66112,0.66098,0.66182,0.66068
2020-02-25 01:00:00,0.66099,0.66167,0.66217,0.66082
2020-02-25 02:00:00,0.66168,0.66207,0.66231,0.66120
2020-02-25 03:00:00,0.66205,0.66209,0.66225,0.66148
2020-02-25 04:00:00,0.66209,0.66136,0.66229,0.66135
2020-02-25 05:00:00,0.66137,0.66109,0.66152,0.66087
2020-02-25 06:00:00,0.66111,0.66195,0.66199,0.66095
2020-02-25 07:00:00,0.66195,0.66095,0.66201,0.66087
2020-02-25 08:00:00,0.66096,0.66086,0.66185,0.66064
2020-02-25 09:00:00,0.66086,0.65972,0.66115,0.65962
2020-02-25 10:00:00,0.65966,0.66010,0.66030,0.65961
2020-02-25 11:00:00,0.66010,0.65976,0.66011,0.65932
2020-02-25 12:00:00,0.65976,0.65931,0.66023,0.65913
2020-02-25 13:00:00,0.65929,0.65896,0.65965,0.65881
2020-02-25 14:00:00,0.65896,0.65950,0.65963,0.65868
2020-02-25 15:00:00,0.65953,0.66058,0.66061,0.65923
2020-02-25 16:00:00,0.66058,0.65970,0.66087,0.65952
2020-02-25 17:00:00,0.65971,0.66045,0.66045,0.65971
2020-02-25 18:00:00,0.66043,0.66014,0.66053,0.65983
2020-02-25 19:00:00,0.66014,0.66006,0.66038,0.65967
2020-02-25 20:00:00,0.66007,0.65975,0.66031,0.65951
2020-02-25 21:00:00,0.65974,0.66037,0.66037,0.65973
2020-02-25 22:00:00,0.66037,0.66006,0.66037,0.65997
2020-02-25 23:00:00,0.66004,0.66057,0.66067,0.65962
2020-02-26 00:00:00,0.66056,0.65923,0.66057,0.65917
2020-02-26 01:00:00,0.65924,0.65931,0.65978,0.65885
2020-02-26 02:00:00,0.65931,0.66011,0.66075,0.65924
2020-02-26 03:00:00,0.66012,0.66023,0.66042,0.65981
2020-02-26 04:00:00,0.66023,0.65946,0.66026,0.65920
2020-02-26 05:00:00,0.65945,0.65902,0.65962,0.65897
2020-02-26 06:00:00,0.65903,0.65793,0.65905,0.65698
2020-02-26 07:00:00,0.65793,0.65756,0.65803,0.65734
2020-02-26 08:00:00,0.65755,0.65756,0.65808,0.65744
2020-02-26 09:00:00,0.65756,0.65758,0.65800,0.65716
2020-02-26 10:00:00,0.65759,0.65698,0.65803,0.65654
2020-02-26 11:00:00,0.65697,0.65686,0.65732,0.65663
2020-02-26 12:00:00,0.65685,0.65683,0.65765,0.65668
